UniqueID	P0.5 A	P0.5 B	P0.5 C	P1 d	P1 h	P1 i 	P1.5 c	P1.5 d	P1.5 g	P2.5 c	P2.5 g	P2.5 j	P4 a	P4 b	P4 f	P5 a	P5 b	P5 f	P7 a	P7 b	P7 c	P10 d	P10 e	P10 f	P13.5 a	P13.5 b	P13.5 c	P15 a	P15 b	P15 c	P19 c	P19 e	P19 f	P23 d	P23 e	P23 f 	P28c	P28d	P28e
Q01149	3.48	2.49	2.5	3.01	0.0	0.0	0.0	2.64	1.88	1.99	2.19	2.09	4.93	6.91	3.35	2.83	4.12	1.64	4.75	0.0	0.0	2.66	2.54	1.82	1.95	0.9	1.85	5.13	0.0	0.0	0.0	0.94	1.85	7.76	0.0	3.74	3.12	21.74	15.21
P33434	0.0	0.0	0.0	1.0	0.0	0.0	0.99	0.0	0.94	0.0	0.0	0.0	0.0	1.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D6REF3	29.04	21.17	17.53	9.04	15.64	17.21	22.68	13.18	11.29	13.9	13.17	11.51	12.32	11.51	14.25	7.56	7.21	9.86	9.5	12.4	12.84	19.47	18.65	19.09	22.41	18.08	17.55	19.49	17.16	17.41	10.96	15.91	12.97	12.93	14.28	19.62	8.57	14.49	11.95
Q9CRB6	6.97	6.23	7.51	17.07	4.81	6.88	13.81	16.69	10.35	6.95	10.97	7.32	19.71	6.14	14.25	8.5	13.39	9.04	11.41	5.79	10.87	6.2	5.09	7.27	3.9	6.33	6.47	3.08	8.13	22.63	14.61	9.36	10.19	6.89	10.52	8.41	17.93	9.66	6.52
Q01147	0.0	0.0	0.0	2.01	0.0	0.0	0.99	0.0	0.0	0.99	0.0	0.0	0.82	3.07	0.0	1.89	1.03	2.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.81	2.77	1.03	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0
O88477	8.13	9.96	5.01	0.0	4.81	2.29	0.99	2.64	3.76	2.98	0.0	3.14	4.93	6.14	0.84	2.83	0.0	3.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P02468	8.13	8.72	0.0	9.04	7.22	2.29	3.94	9.66	3.76	5.96	1.1	12.56	3.28	3.84	4.19	1.89	6.18	0.82	10.45	4.96	1.98	1.77	0.0	1.82	0.0	3.62	3.7	2.05	0.9	0.0	7.3	1.87	0.93	0.0	0.0	0.93	1.56	0.0	0.0
P49710	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77	0.0	1.82	0.0	0.0	0.92	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.17
Q32P00	19.75	14.95	25.04	22.1	14.44	14.91	10.85	11.42	18.81	16.87	12.07	16.74	16.42	13.81	20.95	20.79	14.42	12.32	18.06	15.71	9.88	18.59	12.71	25.45	17.54	20.79	12.01	22.56	17.16	0.0	10.04	14.04	18.53	10.34	8.27	9.34	8.57	4.83	13.04
Q8CGB2	0.0	0.0	0.0	0.0	3.61	0.0	0.0	0.88	0.0	0.0	3.29	0.0	6.57	2.3	0.0	0.94	0.0	0.82	0.0	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81	0.0	3.45	0.0	0.0	0.0	0.0	0.0
P48036	9.29	12.45	7.51	8.04	7.22	10.32	10.85	14.06	5.64	11.91	5.49	4.19	7.39	5.37	13.41	9.45	9.27	6.57	21.86	14.06	6.91	18.59	7.63	8.18	14.62	19.89	20.33	11.28	17.16	10.44	11.87	17.79	14.83	22.41	13.53	20.55	20.27	28.98	17.38
Q9Z277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E9PZS4	4.65	4.98	5.01	3.01	2.41	0.0	0.0	3.51	0.94	3.97	2.19	1.05	1.64	2.3	0.84	2.83	4.12	0.82	3.8	0.0	0.0	3.54	1.7	0.0	1.95	0.0	1.85	4.1	0.0	0.0	0.0	2.81	0.0	0.0	1.5	3.74	0.0	0.0	4.35
P70441	5.81	2.49	2.5	0.0	0.0	3.44	3.94	0.0	2.82	0.99	3.29	2.09	2.46	3.84	0.84	3.78	3.09	3.29	0.0	2.48	0.0	2.66	3.39	0.91	6.82	6.33	5.54	5.13	5.42	0.0	3.65	3.74	5.56	10.34	3.76	3.74	3.9	4.83	2.17
Q9DBG5	1.16	0.0	1.25	0.0	1.2	2.29	1.97	3.51	0.0	0.99	0.0	0.0	2.46	1.53	0.84	3.78	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8R3G1	1.16	1.25	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	1.1	0.0	3.28	2.3	0.0	0.94	0.0	4.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	1.87	0.0	0.0	2.25	0.0	0.0	0.0	0.0
O35226	0.0	0.0	0.0	1.0	1.2	0.0	1.97	0.88	0.94	0.99	0.0	2.09	1.64	2.3	5.03	0.94	1.03	4.93	0.0	0.83	0.0	1.77	0.0	0.91	2.92	1.81	0.92	0.0	0.0	0.0	1.83	2.81	0.0	0.0	2.25	1.87	0.0	1.21	1.09
P97457	0.0	0.0	0.0	2.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q91VM2	8.13	4.98	5.01	5.02	4.81	0.0	8.88	5.27	3.76	3.97	5.49	6.28	5.75	3.84	5.03	5.67	5.15	9.86	4.75	7.44	14.82	12.39	14.41	10.91	6.82	11.75	7.39	10.26	5.42	6.96	5.48	4.68	5.56	1.72	6.76	9.34	8.57	1.21	5.43
Q8BYK6	0.0	0.0	0.0	0.0	3.61	2.29	0.0	0.88	0.0	0.99	0.0	0.0	0.0	1.53	0.0	0.0	0.0	0.82	1.9	3.31	0.0	0.89	1.7	1.82	0.0	0.9	0.92	0.0	0.0	0.0	0.91	1.87	0.0	1.72	0.0	0.0	0.0	0.0	2.17
Q9DCV7	6.97	8.72	2.5	5.02	0.0	0.0	0.0	0.0	7.52	0.0	0.0	8.37	0.0	0.0	0.0	0.0	0.0	0.0	9.5	0.0	0.0	0.89	1.7	0.0	0.97	3.62	2.77	7.18	0.0	0.0	0.0	0.0	15.75	0.0	1.5	0.0	0.0	0.0	0.0
Q91VM1	0.0	1.25	1.25	2.01	4.81	3.44	0.0	1.76	2.82	5.96	1.1	1.05	1.64	0.0	5.87	10.39	1.03	1.64	0.0	2.48	0.99	3.54	5.93	5.45	6.82	8.13	3.7	5.13	2.71	0.0	1.83	6.55	4.63	1.72	6.76	3.74	6.24	0.0	0.0
Q9QZ88	0.0	1.25	5.01	2.01	1.2	2.29	1.97	0.0	0.0	0.0	1.1	0.0	0.0	2.3	0.0	0.0	0.0	0.82	0.0	0.0	0.0	3.54	0.0	0.0	3.9	3.62	1.85	1.03	1.81	0.0	3.65	1.87	1.85	2.59	0.0	0.93	0.0	0.0	0.0
P24270	24.39	29.89	27.55	27.12	28.87	36.7	31.56	28.99	35.74	30.77	30.73	27.2	24.63	36.83	30.17	30.24	24.71	31.22	36.12	34.73	25.68	27.44	22.04	32.72	25.33	24.41	24.02	22.56	21.67	43.51	31.96	36.51	25.02	38.78	29.31	42.97	35.86	41.06	47.8
B7ZN52	10.45	4.98	11.27	3.01	8.42	3.44	3.94	7.91	3.76	7.94	0.0	10.46	3.28	2.3	4.19	4.72	0.0	0.82	0.0	2.48	0.0	2.66	5.09	1.82	4.87	2.71	2.77	5.13	1.81	0.0	1.83	5.62	5.56	5.17	6.01	0.0	6.24	0.0	5.43
P25444	0.0	0.0	0.0	0.0	0.0	0.0	1.97	0.88	0.94	0.0	0.0	0.0	0.82	0.0	1.68	0.0	1.03	0.0	1.9	0.83	1.98	2.66	3.39	6.36	1.95	0.0	0.92	1.03	0.0	1.74	0.0	0.0	1.85	0.0	0.0	0.0	1.56	0.0	3.26
Q8VHM5	0.0	1.25	3.76	2.01	0.0	0.0	5.92	4.39	2.82	0.0	0.0	5.23	2.46	3.84	6.71	3.78	0.0	1.64	4.75	4.96	0.0	0.0	4.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.65	3.74	2.78	0.0	0.0	0.0	0.0	0.0	0.0
O88271	3.48	3.74	2.5	1.0	3.61	2.29	1.97	2.64	3.76	3.97	4.39	3.14	3.28	2.3	1.68	1.89	7.21	2.46	3.8	5.79	5.93	7.08	5.93	3.64	7.8	7.23	6.47	4.1	2.71	0.0	1.83	5.62	3.71	3.45	1.5	5.6	1.56	2.42	4.35
Q9JMD0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.99	1.1	2.09	0.0	0.0	1.68	0.0	2.06	0.0	0.0	0.0	0.0	0.0	0.0	1.82	0.0	1.81	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P10833	2.32	2.49	3.76	2.01	4.81	2.29	3.94	5.27	6.58	1.99	2.19	4.19	4.11	5.37	3.35	2.83	1.03	5.75	0.0	5.79	3.95	6.2	4.24	9.09	7.8	6.33	9.24	5.13	9.93	8.7	11.87	9.36	6.49	7.76	9.02	10.27	10.91	10.87	10.86
P63158	134.73	141.98	157.77	101.44	108.28	90.61	140.03	101.9	118.49	103.22	142.66	123.46	94.42	79.8	83.82	84.1	73.1	89.55	79.83	104.19	97.8	70.81	78.82	88.17	70.16	66.89	51.74	74.86	61.41	158.39	85.83	44.0	86.18	66.36	72.9	60.71	112.25	107.48	109.72
Q61425	10.45	21.17	28.8	12.05	14.44	18.35	14.79	13.18	13.17	11.91	10.97	14.65	9.85	9.98	15.09	15.12	14.42	16.43	9.5	4.96	13.83	15.05	16.1	16.36	12.67	11.75	14.78	12.31	11.74	8.7	14.61	12.17	16.68	11.2	11.27	14.01	14.03	27.78	17.38
Q7TMY8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85	0.0	0.0	0.0	0.0	0.0	0.0
P43275	2.32	6.23	0.0	5.02	0.0	0.0	0.0	3.51	7.52	4.96	0.0	6.28	2.46	8.44	6.71	3.78	0.0	4.11	7.6	6.62	10.87	6.2	5.09	3.64	0.0	9.04	9.24	9.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.69
P43276	1.16	0.0	5.01	0.0	3.61	0.0	2.96	0.0	5.64	1.99	1.1	16.74	1.64	1.53	5.03	2.83	1.03	0.0	3.8	0.83	1.98	0.89	0.0	1.82	0.0	0.0	1.85	1.03	0.0	15.67	0.0	0.0	0.93	0.86	0.0	0.0	2.34	0.0	17.38
Q61646	11.62	1.25	11.27	5.02	10.83	9.18	7.89	5.27	6.58	6.95	3.29	2.09	4.11	4.6	0.84	0.94	0.0	2.46	0.95	1.65	1.98	0.0	2.54	0.0	0.0	0.0	0.92	0.0	2.71	0.0	8.22	9.36	2.78	18.96	1.5	7.47	5.46	2.42	5.43
Q9CQI7	4.65	0.0	7.51	6.03	0.0	5.74	5.92	0.0	5.64	4.96	7.68	4.19	1.64	2.3	4.19	1.89	8.24	0.82	5.7	0.83	1.98	0.89	1.7	2.73	6.82	2.71	0.0	0.0	1.81	0.0	0.0	0.0	0.0	0.0	3.01	0.0	0.0	0.0	2.17
Q6IFZ6	4.65	3.74	2.5	3.01	4.81	2.29	3.94	2.64	5.64	3.97	3.29	6.28	3.28	2.3	3.35	17.01	5.15	3.29	3.8	1.65	0.99	3.54	1.7	5.45	6.82	6.33	3.7	6.15	6.32	5.22	0.91	2.81	21.31	7.76	3.76	9.34	4.68	4.83	5.43
Q05144	0.0	0.0	0.0	0.0	0.0	0.0	5.92	6.15	0.0	2.98	0.0	0.0	8.21	3.07	4.19	0.0	4.12	7.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.12	0.0	0.0
Q8CCS6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0	0.0	0.9	0.0	0.0	0.0	0.0	2.74	4.68	0.0	2.59	1.5	0.0	1.56	0.0	0.0
Q925B0	2.32	2.49	5.01	4.02	1.2	0.0	1.97	0.0	3.76	0.99	0.0	0.0	2.46	1.53	1.68	1.89	0.0	1.64	0.0	2.48	0.99	1.77	0.0	0.91	0.97	3.62	0.0	1.03	0.0	0.0	4.57	0.0	0.93	1.72	5.26	0.0	5.46	0.0	0.0
Q99PT1	8.13	8.72	12.52	12.05	10.83	11.47	14.79	6.15	10.35	14.89	18.66	11.51	4.93	8.44	9.22	2.83	14.42	6.57	7.6	14.88	9.88	9.74	8.48	11.82	7.8	9.94	14.78	8.2	9.03	12.18	13.7	13.11	12.97	15.51	10.52	11.21	10.91	20.53	11.95
Q8BG81	2.32	4.98	2.5	0.0	0.0	0.0	2.96	2.64	0.94	1.99	0.0	2.09	1.64	0.0	0.84	0.0	0.0	0.0	0.0	0.83	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P00493	4.65	0.0	0.0	1.0	0.0	0.0	1.97	1.76	0.94	1.99	0.0	0.0	0.0	1.53	2.51	0.0	0.0	2.46	0.0	1.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9DBH5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.82	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.82	0.0	2.48	3.95	2.66	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.0	0.0	0.0	0.0	0.0	0.0
P30115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	0.0	3.12	9.66	5.43
P08074	32.52	18.68	41.32	25.11	42.11	49.32	56.21	50.07	47.96	32.75	53.77	28.25	22.99	50.64	29.34	29.29	49.42	33.68	45.62	25.63	71.13	38.94	51.7	58.18	34.1	44.29	43.42	63.58	42.44	147.95	60.26	60.85	69.5	83.6	69.89	103.68	88.09	82.12	109.72
Q91V12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.28	0.0	3.35	0.0	0.0	3.29	0.0	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.3	2.81	1.85	0.0	0.75	0.0	0.0	0.0	0.0
P19536	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.0	1.53	1.68	1.89	4.12	0.82	2.85	0.0	0.0	0.0	0.0	0.0	1.95	0.9	0.0	4.1	0.0	0.0	1.83	0.94	2.78	0.0	0.75	0.0	0.78	0.0	0.0
Q64314	1.16	0.0	0.0	4.02	3.61	2.29	0.99	1.76	1.88	1.99	0.0	2.09	3.28	3.07	5.03	3.78	0.0	3.29	0.95	4.96	3.95	3.54	2.54	4.55	1.95	1.81	9.24	4.1	5.42	5.22	4.57	1.87	2.78	8.62	9.02	5.6	2.34	4.83	8.69
P06909	1.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	0.0	2.46	1.53	0.0	0.0	0.0	1.64	0.0	0.83	0.0	2.66	0.0	0.0	0.0	0.0	0.0	0.0	8.13	0.0	2.74	4.68	0.93	16.37	3.76	0.93	6.24	0.0	0.0
Q08879	1.16	0.0	0.0	0.0	1.2	0.0	1.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.35	0.0	4.12	0.0	0.95	3.31	0.0	5.31	0.0	1.82	3.9	1.81	1.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q6PGH1	4.65	1.25	0.0	0.0	1.2	1.15	0.99	0.0	0.0	0.99	0.0	0.0	2.46	3.07	0.84	2.83	0.0	2.46	0.0	1.65	1.98	0.0	4.24	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.86	3.01	0.0	1.56	0.0	0.0
P12023	0.0	0.0	0.0	2.01	1.2	1.15	0.0	2.64	1.88	0.99	0.0	1.05	0.0	2.3	1.68	0.0	0.0	0.82	0.0	0.0	0.0	1.77	0.0	0.91	0.0	1.81	0.92	0.0	3.61	0.0	3.65	0.94	0.0	4.31	0.0	0.0	0.0	0.0	0.0
Q8R5M8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.0	0.0	0.0	0.0	0.0	1.83	0.0	3.71	1.72	3.76	0.0	1.56	0.0	0.0
Q8VCC9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.0	1.03	0.82	0.0	0.0	0.0	1.77	1.7	0.91	0.97	0.0	0.92	1.03	3.61	0.0	0.91	1.87	0.93	5.17	8.27	0.0	3.9	2.42	0.0
Q5J7N1	10.45	13.7	17.53	8.04	10.83	16.06	9.86	4.39	4.7	7.94	7.68	9.42	4.93	1.53	7.54	10.39	4.12	7.39	7.6	4.96	9.88	8.85	8.48	7.27	12.67	7.23	11.09	8.2	7.22	5.22	9.13	9.36	12.97	9.48	12.03	14.01	12.47	8.45	14.12
Q60692	0.0	3.74	3.76	4.02	6.02	2.29	3.94	2.64	2.82	2.98	2.19	0.0	1.64	1.53	0.0	0.0	0.0	4.93	0.0	5.79	8.89	4.43	4.24	5.45	8.77	8.13	6.47	6.15	7.22	8.7	7.3	5.62	9.27	6.03	3.01	11.21	6.24	16.91	10.86
P27659	0.0	1.25	5.01	0.0	1.2	2.29	0.99	2.64	0.0	3.97	0.0	0.0	4.93	3.84	0.84	3.78	2.06	2.46	3.8	4.13	5.93	0.0	6.78	3.64	0.0	0.0	1.85	0.0	2.71	0.0	3.65	1.87	1.85	1.72	2.25	0.0	1.56	0.0	0.0
P63323	9.29	11.21	12.52	2.01	15.64	12.62	11.83	2.64	10.35	7.94	16.46	9.42	6.57	5.37	8.38	3.78	9.27	9.86	8.55	10.75	13.83	6.2	10.17	8.18	6.82	9.04	7.39	6.15	1.81	22.63	10.04	6.55	7.41	6.89	9.77	14.94	10.91	8.45	15.21
P35293	2.32	0.0	2.5	0.0	1.2	0.0	0.0	0.88	0.0	0.0	1.1	2.09	1.64	0.77	4.19	0.0	3.09	0.82	0.0	0.0	0.0	0.89	0.0	0.0	0.97	0.0	1.85	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.78	2.42	4.35
P63325	5.81	1.25	6.26	4.02	0.0	0.0	9.86	2.64	6.58	3.97	3.29	0.0	6.57	3.07	2.51	3.78	4.12	3.29	9.5	5.79	2.96	3.54	5.93	8.18	1.95	5.42	4.62	4.1	6.32	1.74	4.57	3.74	0.93	3.45	4.51	3.74	3.9	0.0	4.35
Q9CQA3	0.0	0.0	0.0	0.0	1.2	4.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.07	0.0	0.0	0.0	0.0	0.0	0.0	1.98	2.66	1.7	0.0	0.0	3.62	0.92	0.0	0.9	0.0	2.74	2.81	0.93	0.86	0.75	0.93	0.0	0.0	0.0
Q5SUF2	0.0	0.0	0.0	0.0	2.41	1.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.84	1.89	0.0	4.11	0.0	1.65	1.98	0.0	3.39	5.45	0.0	1.81	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8BFW7	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.88	0.94	0.0	0.0	0.0	0.0	5.37	0.0	8.5	0.0	4.93	0.0	2.48	6.91	5.31	3.39	5.45	0.0	0.0	0.92	1.03	0.0	0.0	0.91	5.62	5.56	0.86	6.01	0.0	3.12	0.0	0.0
Q62426	0.0	0.0	1.25	1.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53	1.68	0.0	0.0	0.82	0.0	0.83	0.0	0.0	0.0	0.91	0.0	1.81	0.0	0.0	2.71	0.0	0.0	1.87	0.0	0.86	0.0	0.0	0.0	0.0	0.0
Q9D0A3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.88	0.0	1.99	0.0	1.05	0.82	0.0	1.68	0.94	0.0	0.82	0.0	0.0	1.98	0.89	0.0	0.0	0.0	0.9	0.92	0.0	1.81	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0
P37889	1.16	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	1.64	1.53	1.68	0.94	0.0	3.29	4.75	5.79	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O70209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.51	0.0	0.0	0.0	0.0	3.28	2.3	4.19	4.72	1.03	3.29	0.0	4.96	4.94	5.31	5.93	7.27	0.0	5.42	3.7	0.0	1.81	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9Z0J0	9.29	7.47	5.01	5.02	8.42	4.59	10.85	13.18	9.4	5.96	8.78	0.0	16.42	7.67	5.03	3.78	8.24	7.39	3.8	3.31	5.93	4.43	10.17	3.64	8.77	11.75	7.39	3.08	9.93	6.96	13.7	8.43	6.49	12.93	9.02	8.41	10.13	6.04	7.6
P50171	2.32	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	1.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9CQ19	2.32	1.25	5.01	6.03	0.0	2.29	1.97	0.88	3.76	2.98	3.29	2.09	0.0	6.14	1.68	3.78	4.12	0.0	1.9	5.79	4.94	13.28	5.09	4.55	8.77	9.04	8.31	11.28	9.93	0.0	4.57	8.43	5.56	2.59	8.27	13.08	4.68	9.66	10.86
Q8VCQ8	16.26	24.91	21.29	21.09	27.67	22.94	24.65	28.11	24.45	21.84	25.24	19.88	21.35	25.32	26.82	17.95	28.83	33.68	18.06	25.63	20.75	30.09	27.97	31.82	34.1	26.21	26.79	28.72	28.9	26.11	35.61	35.57	25.95	23.27	31.57	21.48	24.95	9.66	29.33
Q9CXW3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.94	0.0	0.0	0.0	3.28	2.3	0.0	0.0	1.03	3.29	0.0	1.65	0.0	0.0	0.85	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P08003	0.0	0.0	0.0	0.0	0.0	0.0	0.99	1.76	0.0	0.0	0.0	0.0	0.0	0.0	0.84	6.61	4.12	0.0	0.95	0.0	0.0	10.62	0.0	0.0	3.9	1.81	0.0	4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0
Q9CYJ8	0.0	0.0	17.53	19.08	0.0	0.0	10.85	10.54	0.0	12.9	13.17	17.79	9.85	9.98	15.93	14.17	7.21	0.0	12.36	12.4	0.0	12.39	9.32	18.18	11.69	20.79	12.93	14.36	16.25	0.0	6.39	0.0	13.9	9.48	7.52	11.21	7.8	6.04	10.86
Q9CXW7	0.0	2.49	0.0	3.01	0.0	1.15	0.0	0.88	0.0	2.98	0.0	0.0	2.46	0.0	3.35	0.94	6.18	2.46	0.95	4.96	0.99	2.66	0.0	0.0	0.97	0.0	0.0	0.0	1.81	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.0	0.0	0.0
Q9WUZ5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P62774	3.48	3.74	2.5	3.01	4.81	4.59	3.94	2.64	3.76	3.97	2.19	4.19	3.28	1.53	3.35	2.83	4.12	3.29	2.85	5.79	2.96	3.54	2.54	3.64	3.9	3.62	3.7	4.1	3.61	0.0	4.57	2.81	3.71	4.31	1.5	2.8	3.12	1.21	0.0
Q922Q8	2.32	4.98	5.01	4.02	2.41	2.29	1.97	3.51	1.88	3.97	3.29	4.19	3.28	3.07	3.35	3.78	4.12	3.29	2.85	3.31	1.98	2.66	0.0	0.0	2.92	3.62	3.7	2.05	3.61	0.0	1.83	3.74	0.93	0.0	1.5	0.0	0.0	0.0	0.0
P40630	0.0	0.0	1.25	0.0	0.0	1.15	0.0	0.0	0.0	0.99	1.1	0.0	0.0	0.77	1.68	0.0	0.0	0.0	2.85	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	1.81	0.0	0.0	0.0	0.0	0.0	0.0	1.87	0.0	0.0	0.0
P35505	0.0	2.49	0.0	0.0	1.2	0.0	0.99	0.88	0.0	0.0	0.0	0.0	0.0	3.84	2.51	0.0	2.06	4.93	0.95	0.83	0.0	0.0	0.0	0.0	1.95	0.0	0.92	0.0	0.0	0.0	1.83	4.68	0.93	0.0	2.25	0.0	1.56	0.0	0.0
O08692	8.13	11.21	15.03	16.07	27.67	16.06	21.69	12.3	11.29	17.87	17.56	15.69	7.39	7.67	5.87	6.61	5.15	7.39	22.81	17.37	7.9	29.21	17.8	19.09	12.67	11.75	15.71	19.49	9.93	31.33	15.52	21.53	17.61	22.41	12.78	11.21	14.81	19.32	29.33
Q8R4N0	2.32	4.98	0.0	2.01	0.0	1.15	0.99	3.51	1.88	0.99	0.0	3.14	0.0	3.84	0.0	1.89	0.0	0.82	0.0	0.0	1.98	0.0	0.0	1.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P47941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	1.99	0.0	0.0	0.82	0.77	2.51	4.72	0.0	0.0	1.9	1.65	0.99	0.0	1.7	2.73	1.95	2.71	1.85	2.05	4.52	0.0	0.91	4.68	0.93	0.86	0.75	0.0	2.34	0.0	0.0
