UniqueID	P0.5 A	P0.5 B	P0.5 C	P1 d	P1 h	P1 i 	P1.5 c	P1.5 d	P1.5 g	P2.5 c	P2.5 g	P2.5 j	P4 a	P4 b	P4 f	P5 a	P5 b	P5 f	P7 a	P7 b	P7 c	P10 d	P10 e	P10 f	P13.5 a	P13.5 b	P13.5 c	P15 a	P15 b	P15 c	P19 c	P19 e	P19 f	P23 d	P23 e	P23 f 	P28c	P28d	P28e
Q99P58	0.0	0.0	1.25	0.0	1.2	0.0	0.0	3.51	0.0	0.0	1.1	0.0	0.0	1.53	0.0	0.94	2.06	0.0	0.0	0.0	0.0	0.0	0.0	0.91	1.95	0.0	0.92	4.1	0.0	0.0	0.91	2.81	0.0	0.86	0.0	0.0	0.0	0.0	0.0
P58774	0.0	0.0	0.0	57.25	52.94	0.0	49.31	65.01	60.19	49.63	68.04	52.31	51.73	64.46	58.67	45.36	58.69	43.54	59.88	43.0	61.25	60.19	44.92	39.09	51.64	43.39	37.88	29.74	36.12	0.0	52.05	47.74	35.21	46.54	45.09	45.77	43.65	66.42	58.66
Q9DD18	5.81	1.25	3.76	6.03	4.81	4.59	4.93	6.15	2.82	3.97	3.29	0.0	2.46	5.37	3.35	3.78	4.12	3.29	4.75	4.96	2.96	3.54	3.39	3.64	2.92	3.62	3.7	4.1	3.61	0.0	3.65	3.74	4.63	6.03	4.51	3.74	1.56	2.42	1.09
P58771	66.2	0.0	65.11	95.42	0.0	79.14	78.89	87.85	72.41	80.39	105.35	72.19	69.79	83.64	0.0	61.42	73.1	65.72	67.48	78.56	86.93	84.08	69.5	64.54	0.0	53.33	0.0	0.0	0.0	0.0	66.66	0.0	0.0	73.25	64.63	86.86	0.0	130.42	84.74
Q9EPC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.64	0.0	3.35	1.89	0.0	0.82	0.95	0.83	0.0	0.0	1.7	0.0	2.92	0.0	3.7	1.03	0.0	0.0	0.0	0.0	2.78	1.72	4.51	4.67	1.56	0.0	0.0
P49813	1.16	0.0	0.0	0.0	0.0	0.0	0.0	0.88	2.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65	0.99	0.89	0.0	0.0	2.92	1.81	0.0	5.13	3.61	3.48	9.13	6.55	7.41	8.62	9.77	3.74	7.02	2.42	2.17
P35282	0.0	6.23	6.26	1.0	6.02	8.03	0.0	5.27	4.7	1.99	3.29	3.14	4.93	6.14	4.19	1.89	8.24	9.86	7.6	4.96	4.94	6.2	1.7	1.82	6.82	0.0	1.85	4.1	2.71	1.74	3.65	7.49	8.34	6.03	6.01	2.8	8.57	1.21	0.0
Q8R081	3.48	9.96	3.76	3.01	3.61	4.59	2.96	3.51	2.82	10.92	6.58	5.23	7.39	6.91	5.87	9.45	0.0	10.68	0.95	3.31	0.0	3.54	3.39	0.91	2.92	0.9	2.77	0.0	1.81	0.0	0.0	4.68	6.49	1.72	6.76	2.8	3.9	2.42	1.09
Q497I4	0.0	0.0	0.0	5.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P18242	25.55	26.15	23.79	27.12	24.06	33.26	21.69	27.23	31.03	29.78	27.43	27.2	22.99	16.88	20.95	29.29	27.8	23.0	21.86	19.85	28.65	28.32	24.58	26.36	28.26	28.92	22.17	26.66	23.48	20.89	17.35	27.15	21.31	21.55	27.06	24.29	24.95	35.02	31.51
E9Q616	94.08	112.09	127.72	288.26	173.24	193.84	199.19	195.02	145.77	267.98	256.79	273.08	160.11	197.97	261.5	300.49	191.51	153.63	185.33	152.98	219.3	252.24	209.35	301.79	328.37	333.53	325.21	359.96	363.02	132.28	304.06	300.49	292.83	188.73	281.83	314.77	253.35	213.75	249.87
P40124	3.48	6.23	10.02	6.03	3.61	1.15	0.0	0.0	3.76	2.98	2.19	6.28	1.64	2.3	3.35	0.0	6.18	0.82	5.7	10.75	3.95	5.31	5.09	4.55	7.8	8.13	8.31	8.2	8.13	0.0	6.39	6.55	4.63	2.59	6.01	4.67	5.46	4.83	4.35
Q8VCI0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83	0.0	1.77	0.85	0.91	0.0	0.9	0.0	1.03	7.22	0.0	1.83	1.87	1.85	5.17	3.01	1.87	2.34	0.0	2.17
P13542	0.0	0.0	0.0	38.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9CR16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q3TFP0	1.16	2.49	5.01	3.01	4.81	4.59	0.99	2.64	4.7	1.99	3.29	5.23	0.82	2.3	0.0	0.0	0.0	1.64	1.9	1.65	1.98	6.2	4.24	3.64	1.95	2.71	2.77	4.1	1.81	3.48	2.74	0.0	0.0	0.0	0.75	0.0	3.12	3.62	0.0
Q9Z2X1	4.65	2.49	2.5	10.04	7.22	10.32	8.88	11.42	4.7	8.93	3.29	13.6	9.85	10.74	12.57	5.67	6.18	4.93	9.5	7.44	1.98	10.62	5.93	7.27	10.72	5.42	7.39	12.31	6.32	0.0	10.96	13.11	13.9	5.17	7.52	4.67	2.34	0.0	2.17
P16045	0.0	0.0	0.0	6.03	0.0	0.0	1.97	0.0	3.76	0.99	0.0	0.0	4.11	7.67	12.57	3.78	17.5	2.46	14.26	12.4	4.94	12.39	1.7	7.27	18.51	13.56	10.16	5.13	11.74	0.0	11.87	9.36	3.71	9.48	2.25	0.0	0.0	9.66	3.26
Q5CZY9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.64	0.0	0.0	0.0	0.0	4.11	3.07	2.51	9.45	6.18	3.29	6.65	1.65	3.95	3.54	5.93	4.55	2.92	2.71	2.77	2.05	1.81	1.74	2.74	0.94	0.0	2.59	3.01	2.8	3.12	0.0	0.0
P35174	4.65	4.98	3.76	4.02	12.03	5.74	5.92	4.39	5.64	3.97	7.68	0.0	6.57	3.84	1.68	3.78	2.06	4.11	3.8	5.79	0.0	0.89	3.39	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P35175	3.48	6.23	11.27	10.04	18.05	13.76	6.9	0.0	11.29	5.96	9.88	7.32	4.93	2.3	8.38	0.0	0.0	2.46	11.41	7.44	0.0	9.74	0.0	0.0	2.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P14869	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.19	0.0	0.0	1.68	0.0	0.0	0.0	7.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q91XF0	2.32	0.0	5.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.78	1.72	0.0	0.0	1.56	0.0	0.0
P31001	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.55	0.0	0.0	5.31	0.0	0.0	0.0	0.0	6.47	10.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8	0.0	7.25	6.52
Q93092	4.65	4.98	0.0	1.0	2.41	0.0	1.97	0.0	0.0	1.99	0.0	2.09	1.64	1.53	1.68	0.0	5.15	0.82	5.7	0.0	3.95	0.0	0.0	0.0	0.97	6.33	5.54	2.05	0.0	0.0	0.0	0.94	4.63	0.86	1.5	0.93	3.12	0.0	2.17
P11499	5.81	2.49	8.77	7.03	6.02	4.59	7.89	4.39	3.76	6.95	0.0	15.69	0.0	0.0	3.35	0.0	2.06	0.0	9.5	2.48	0.0	4.43	0.85	4.55	0.97	0.0	5.54	16.41	0.0	0.0	1.83	0.94	0.93	2.59	0.0	5.6	3.12	9.66	6.52
Q9DCS9	1.16	3.74	1.25	2.01	2.41	4.59	3.94	6.15	4.7	3.97	0.0	5.23	3.28	5.37	4.19	3.78	2.06	4.93	1.9	3.31	1.98	0.0	5.09	0.91	0.0	0.0	1.85	0.0	0.0	1.74	3.65	3.74	1.85	2.59	3.01	0.93	1.56	0.0	0.0
P63101	31.36	18.68	25.04	23.1	21.66	18.35	30.57	32.5	27.27	30.77	13.17	24.07	23.81	24.56	21.79	25.51	16.47	22.18	21.86	22.33	14.82	28.32	19.49	20.0	38.98	26.21	26.79	34.87	26.19	45.26	23.74	29.02	27.8	24.13	26.3	45.77	21.83	20.53	31.51
Q63918	2.32	2.49	0.0	12.05	6.02	6.88	0.99	8.78	3.76	6.95	5.49	12.56	10.67	12.28	4.19	6.61	4.12	9.04	9.5	3.31	4.94	7.08	11.02	10.91	8.77	12.65	13.86	6.15	8.13	13.92	22.83	14.04	8.34	16.37	27.06	14.01	17.93	12.08	17.38
P54320	8.13	4.98	1.25	5.02	2.41	2.29	1.97	0.88	2.82	1.99	0.0	7.32	0.82	3.84	4.19	6.61	5.15	4.11	3.8	6.62	9.88	5.31	11.02	6.36	5.85	5.42	6.47	4.1	13.55	6.96	0.0	5.62	0.0	2.59	1.5	0.0	0.0	0.0	4.35
Q9JIX8	5.81	7.47	5.01	8.04	4.81	3.44	1.97	0.0	3.76	7.94	1.1	7.32	0.0	0.0	1.68	0.0	0.0	0.82	0.0	0.0	0.99	0.0	0.0	0.91	0.0	0.0	0.0	1.03	1.81	0.0	0.0	3.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P17563	15.1	7.47	8.77	17.07	8.42	14.91	31.56	28.11	13.17	13.9	10.97	9.42	18.88	15.35	20.12	20.79	27.8	13.15	13.31	12.4	9.88	1.77	0.85	10.0	13.64	16.27	23.1	10.26	20.77	3.48	8.22	13.11	20.39	20.68	22.55	35.49	28.06	36.23	27.16
Q61792	25.55	24.91	15.03	14.06	12.03	8.03	22.68	23.72	19.75	18.86	25.24	17.79	22.99	22.25	17.6	28.35	19.56	21.36	22.81	14.06	26.67	18.59	27.97	28.18	9.74	17.17	9.24	20.51	16.25	31.33	23.74	16.85	27.8	24.13	27.81	29.89	29.62	19.32	27.16
P57784	2.32	4.98	11.27	1.0	3.61	2.29	8.88	5.27	3.76	0.0	8.78	4.19	0.82	3.84	1.68	2.83	4.12	4.93	11.41	0.83	2.96	0.0	0.0	3.64	4.87	4.52	4.62	2.05	0.9	0.0	0.91	1.87	4.63	0.86	6.01	3.74	2.34	0.0	4.35
Q921I1	39.49	22.42	15.03	20.09	10.83	32.12	33.53	20.21	38.56	18.86	17.56	4.19	49.26	24.56	7.54	12.28	31.92	33.68	37.07	23.98	34.58	30.09	17.8	14.54	25.33	17.17	29.56	11.28	58.7	19.15	25.57	37.44	13.9	55.16	15.03	17.75	33.52	13.28	5.43
P51660	5.81	8.72	1.25	0.0	1.2	0.0	2.96	3.51	3.76	2.98	2.19	4.19	5.75	6.14	7.54	6.61	6.18	4.93	1.9	6.62	3.95	1.77	2.54	0.91	0.0	7.23	4.62	3.08	5.42	0.0	6.39	7.49	4.63	1.72	3.76	1.87	4.68	3.62	0.0
Q9ESF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	0.0	1.65	0.0	0.0	0.0	0.91	0.97	1.81	0.0	0.0	0.0	1.74	0.0	0.0	0.0	0.0	0.75	0.0	0.78	0.0	0.0
Q8VEM8	0.0	0.0	0.0	3.01	2.41	0.0	0.0	0.0	0.94	0.0	0.0	4.19	0.0	0.0	0.0	0.0	0.0	0.0	2.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.59	0.0	0.0	0.0	4.83	0.0
Q8BT23	6.97	6.23	25.04	4.02	0.0	2.29	9.86	13.18	3.76	7.94	5.49	21.97	14.78	5.37	12.57	16.06	21.62	13.97	15.21	5.79	5.93	3.54	10.17	7.27	7.8	3.62	9.24	7.18	9.03	15.67	2.74	6.55	8.34	6.03	10.52	4.67	9.35	4.83	6.52
Q61553	0.0	0.0	0.0	0.0	0.0	0.0	1.97	0.0	0.0	0.0	0.0	0.0	0.0	3.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P09542	1.16	2.49	2.5	3.01	0.0	3.44	0.0	4.39	2.82	0.0	4.39	1.05	0.82	0.77	1.68	0.94	3.09	0.82	0.95	1.65	1.98	0.0	0.85	2.73	3.9	0.0	0.92	0.0	0.0	0.0	6.39	1.87	0.0	3.45	1.5	9.34	5.46	12.08	5.43
Q9WVA4	39.49	32.38	52.59	42.18	40.9	44.73	55.22	42.17	35.74	35.73	38.41	51.27	41.87	45.27	56.16	71.81	73.1	37.79	68.43	46.31	49.39	46.02	45.77	39.09	51.64	54.23	29.56	56.4	42.44	69.62	43.83	49.61	47.26	43.09	54.86	59.78	38.98	77.29	57.58
Q7TQF7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.9	0.0	0.0	1.81	0.0	0.0	3.74	0.0	0.0	0.75	0.0	0.0	0.0	0.0
Q02819	19.75	6.23	18.78	13.06	18.05	18.35	6.9	6.15	9.4	15.88	9.88	7.32	6.57	11.51	19.28	10.39	18.53	9.04	19.01	13.23	6.91	20.36	9.32	15.45	15.59	13.56	11.09	17.43	13.55	0.0	9.13	12.17	13.9	12.07	14.28	14.01	7.02	19.32	14.12
P32921	0.0	0.0	0.0	0.0	0.0	0.0	0.99	1.76	0.0	0.0	0.0	0.0	5.75	0.0	0.0	1.89	0.0	4.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q923L7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31	1.98	6.2	5.93	5.45	7.8	5.42	6.47	8.2	3.61	0.0	5.48	1.87	0.93	2.59	0.0	0.0	6.24	0.0	6.52
P12787	4.65	6.23	15.03	13.06	13.23	12.62	7.89	5.27	8.46	12.9	10.97	8.37	2.46	7.67	4.19	5.67	15.44	1.64	9.5	8.27	8.89	3.54	4.24	5.45	8.77	6.33	6.47	9.23	5.42	8.7	5.48	6.55	7.41	7.76	3.76	3.74	8.57	15.7	9.78
O88531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	3.76	0.0	1.1	1.05	0.0	0.77	0.0	0.0	0.0	0.82	0.0	0.83	5.93	0.0	1.7	0.0	1.95	0.0	1.85	0.0	0.9	0.0	1.83	0.0	0.93	0.0	2.25	0.0	2.34	2.42	0.0
P70460	1.16	1.25	1.25	1.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	1.05	0.0	5.37	0.0	1.89	1.03	2.46	0.95	0.0	0.0	0.0	0.85	0.91	0.0	0.0	0.92	0.0	0.0	0.0	2.74	2.81	0.93	0.0	1.5	0.0	1.56	0.0	0.0
Q9Z0U1	1.16	4.98	3.76	2.01	4.81	5.74	0.99	8.78	0.0	2.98	1.1	1.05	5.75	2.3	1.68	4.72	0.0	4.11	1.9	0.0	0.0	4.43	0.0	0.0	1.95	0.0	0.0	1.03	1.81	0.0	0.0	3.74	0.93	0.0	1.5	0.0	4.68	0.0	2.17
Q9CR86	2.32	0.0	1.25	1.0	0.0	0.0	1.97	0.88	0.94	1.99	1.1	1.05	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95	1.81	3.7	2.05	0.9	0.0	0.91	2.81	1.85	3.45	2.25	1.87	0.0	0.0	0.0
Q53YX2	0.0	0.0	1.25	0.0	4.81	3.44	1.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.96	0.0	0.0	2.73	1.95	0.9	1.85	2.05	0.9	0.0	1.83	0.0	0.0	0.0	1.5	0.0	0.0	2.42	3.26
Q62000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	1.87	0.78	1.21	8.69
Q9CZD3	0.0	0.0	5.01	0.0	1.2	4.59	7.89	0.0	0.0	0.0	1.1	3.14	1.64	3.07	1.68	2.83	4.12	2.46	3.8	2.48	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q62422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3	0.84	6.61	0.0	2.46	0.0	0.83	1.98	1.77	0.0	0.0	0.97	0.9	0.0	0.0	3.61	0.0	0.91	3.74	0.93	0.86	3.76	0.0	0.78	0.0	0.0
Q9QUR7	0.0	1.25	0.0	2.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.19	1.89	1.03	0.82	3.8	0.0	0.0	0.0	0.0	0.91	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.94	1.85	0.0	1.5	0.0	2.34	0.0	0.0
Q8R3F5	4.65	4.98	5.01	4.02	4.81	4.59	3.94	6.15	4.7	3.97	1.1	0.0	1.64	3.07	0.0	1.89	0.0	3.29	2.85	3.31	1.98	0.0	2.54	1.82	0.0	0.9	1.85	2.05	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8C166	0.0	1.25	0.0	0.0	0.0	0.0	2.96	1.76	7.52	1.99	4.39	1.05	18.06	8.44	14.25	8.5	2.06	15.61	0.0	8.27	10.87	4.43	11.02	0.0	0.0	0.0	0.92	0.0	2.71	0.0	0.91	6.55	5.56	6.03	6.01	4.67	12.47	6.04	4.35
Q9CR09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53	0.84	0.0	1.03	0.0	0.0	1.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9WVA3	0.0	0.0	0.0	0.0	3.61	3.44	7.89	5.27	3.76	2.98	3.29	3.14	4.11	2.3	2.51	5.67	4.12	10.68	1.9	1.65	3.95	1.77	8.48	8.18	0.97	2.71	0.0	0.0	4.52	0.0	2.74	6.55	4.63	4.31	0.75	0.0	1.56	0.0	0.0
P00920	4.65	1.25	6.26	2.01	7.22	6.88	9.86	6.15	8.46	3.97	2.19	0.0	10.67	7.67	18.44	11.34	12.36	7.39	8.55	8.27	1.98	10.62	5.93	10.91	3.9	9.94	13.86	3.08	17.16	5.22	5.48	8.43	7.41	10.34	7.52	9.34	8.57	2.42	1.09
H3BJW3	1.16	4.98	1.25	7.03	8.42	5.74	0.0	5.27	6.58	4.96	4.39	7.32	7.39	6.14	0.84	7.56	2.06	8.22	3.8	4.96	0.99	2.66	3.39	7.27	4.87	7.23	11.09	5.13	3.61	0.0	4.57	0.94	1.85	0.0	1.5	0.0	0.78	0.0	0.0
Q61703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	4.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9DB77	12.78	14.95	7.51	5.02	6.02	1.15	8.88	12.3	15.05	5.96	8.78	7.32	9.03	13.05	6.71	8.5	14.42	11.5	7.6	9.92	9.88	5.31	5.93	5.45	7.8	12.65	14.78	10.26	9.03	6.96	13.7	9.36	9.27	6.89	6.01	5.6	4.68	0.0	3.26
Q8VDN2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.28	0.0	0.0	0.0	0.0	0.0	0.0	2.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.0	0.0
Q9DCJ5	0.0	2.49	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	2.09	0.0	0.0	0.84	0.0	1.03	0.0	0.95	0.0	0.99	0.0	0.0	1.82	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09
Q8K2B3	0.0	0.0	6.26	2.01	6.02	10.32	1.97	6.15	3.76	4.96	3.29	6.28	5.75	3.84	1.68	5.67	7.21	8.22	2.85	4.96	7.9	0.89	5.09	0.91	4.87	4.52	2.77	6.15	4.52	0.0	10.04	7.49	5.56	7.76	4.51	12.14	1.56	0.0	2.17
P29699	3.48	1.25	5.01	2.01	4.81	8.03	2.96	0.0	1.88	0.0	3.29	0.0	5.75	3.84	0.84	0.0	5.15	5.75	5.7	4.96	2.96	7.97	1.7	0.91	0.0	0.0	0.0	0.0	6.32	0.0	1.83	5.62	0.93	12.07	0.75	0.0	6.24	0.0	0.0
Q8C650	0.0	0.0	0.0	2.01	0.0	0.0	6.9	4.39	3.76	0.0	0.0	0.0	0.0	2.3	0.0	0.94	7.21	4.93	0.0	0.83	0.99	2.66	0.0	0.0	0.0	1.81	0.92	6.15	0.0	0.0	3.65	2.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9QUR6	1.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.35	0.0	2.06	0.0	0.0	6.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	4.31	0.0	0.0	0.0	0.0	0.0
Q6ZQI3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.51	0.94	0.99	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.93	0.0	0.0	0.0	0.0	0.0	0.0
P28352	5.81	4.98	11.27	1.0	8.42	5.74	6.9	10.54	11.29	11.91	10.97	10.46	18.06	15.35	13.41	10.39	4.12	9.04	1.9	2.48	8.89	3.54	3.39	3.64	3.9	3.62	4.62	2.05	4.52	0.0	8.22	6.55	4.63	6.89	4.51	3.74	9.35	4.83	4.35
Q8VCT4	1.16	4.98	2.5	6.03	6.02	1.15	1.97	5.27	1.88	8.93	0.0	11.51	0.0	3.07	1.68	0.0	4.12	0.82	8.55	4.96	1.98	11.51	2.54	3.64	22.41	9.94	16.63	18.46	6.32	8.7	6.39	4.68	5.56	6.89	3.01	8.41	3.9	13.28	17.38
Q62376	1.16	11.21	3.76	5.02	4.81	0.0	2.96	1.76	2.82	4.96	1.1	3.14	1.64	0.0	0.0	0.0	2.06	0.82	0.0	0.83	3.95	7.97	5.09	6.36	5.85	7.23	1.85	5.13	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P26041	87.11	79.71	91.41	47.21	84.21	73.41	97.62	81.7	88.4	75.43	84.5	63.82	111.66	86.71	98.9	131.34	95.75	109.27	70.33	93.44	98.79	71.69	79.67	79.99	98.41	87.68	91.46	113.83	101.14	198.42	147.01	128.25	147.34	106.86	123.25	121.42	109.91	66.42	85.82
P10605	0.0	0.0	2.5	1.0	0.0	3.44	1.97	0.0	0.0	0.0	0.0	0.0	0.0	3.07	6.71	0.0	0.0	0.82	2.85	2.48	0.0	1.77	0.0	0.0	0.0	0.0	0.0	0.0	1.81	0.0	0.91	0.94	1.85	1.72	0.0	0.0	0.0	0.0	0.0
Q9EST5	4.65	0.0	0.0	0.0	0.0	0.0	0.0	3.51	0.0	0.0	3.29	6.28	5.75	4.6	6.71	3.78	8.24	7.39	2.85	0.83	0.0	0.0	5.09	0.0	2.92	8.13	1.85	2.05	2.71	0.0	2.74	3.74	0.0	0.0	0.0	0.0	3.12	0.0	0.0
O35864	3.48	3.74	0.0	5.02	1.2	2.29	1.97	0.0	4.7	2.98	0.0	1.05	1.64	3.84	0.84	6.61	4.12	2.46	1.9	0.83	5.93	3.54	0.85	2.73	0.97	2.71	0.0	1.03	1.81	0.0	1.83	3.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P55258	9.29	9.96	7.51	10.04	6.02	9.18	6.9	0.0	0.0	4.96	12.07	0.0	5.75	0.0	0.0	3.78	12.36	4.93	5.7	0.0	8.89	0.0	0.0	0.0	0.0	0.0	6.47	0.0	0.0	0.0	7.3	5.62	4.63	6.03	9.77	0.0	7.02	0.0	0.0
P50516	0.0	0.0	0.0	3.01	0.0	1.15	0.0	3.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8BHK2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.82	0.0	0.0	0.99	0.89	0.85	2.73	3.9	5.42	2.77	3.08	2.71	0.0	3.65	4.68	4.63	0.86	3.76	3.74	4.68	0.0	0.0
P27546	11.62	13.7	7.51	3.01	2.41	0.0	8.88	5.27	10.35	4.96	6.58	2.09	5.75	8.44	14.25	8.5	1.03	9.86	4.75	9.1	5.93	5.31	5.09	4.55	4.87	3.62	4.62	5.13	7.22	6.96	10.96	4.68	5.56	0.86	9.02	4.67	7.8	6.04	10.86
Q8BTM8	16.26	33.63	17.53	41.18	25.26	25.23	13.81	14.93	22.57	29.78	16.46	39.76	15.6	19.95	24.31	35.91	37.07	30.4	82.69	47.96	26.67	33.63	22.04	20.0	27.28	21.69	25.87	48.2	18.96	0.0	21.0	13.11	29.65	22.41	17.29	30.82	30.4	28.98	48.89
Q64727	15.1	24.91	25.04	38.17	22.86	33.26	38.46	50.95	12.23	26.8	24.14	40.81	38.59	39.9	51.13	48.19	61.78	45.19	66.53	57.88	54.33	35.4	27.97	39.09	52.62	58.75	35.11	42.05	31.61	27.85	58.44	55.23	51.89	49.12	57.12	64.45	48.33	38.64	27.16
P50580	29.04	24.91	26.3	7.03	20.45	20.65	21.69	25.48	20.69	20.84	18.66	13.6	24.63	23.02	20.12	22.68	15.44	18.9	24.71	19.85	21.73	9.74	30.51	17.27	14.62	14.46	16.63	8.2	18.06	0.0	7.3	13.11	11.12	10.34	7.52	5.6	13.25	9.66	13.04
